User,Time,Content
,,"提到法国著名长篇小说《悲惨世界》，不得不提到雨果先生，他充满传奇的一生中创作了大量的文学作品，是当之无愧的法国浪漫主义文学之父，雨果先生的诸多作品都是当时社会的缩影。 《悲惨世界》从十九世纪三十年代初开始酝酿，到一八六二年问世，前后经历三十余年。《悲惨世界》...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        维克多·雨果是法国浪漫主义文学代表作家，伟大的抒情诗人，杰出的小说家，更是一个无国界的天才，被人们称为“法兰西的莎士比亚”。 他一生写过多部诗歌、小说、剧本、各种散文和文艺评论及政论文章，在法国及世界有着广泛的影响力，其代表作有《巴黎圣母院》《九三年》《悲惨...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        提到法国文学，绝对绕不开一个杰出人物。 法国象征派诗歌的先驱波德莱尔赞美他是一位超越国境的天才。 诺贝尔文学奖得主罗曼·罗兰这样评价：在文学界和艺术界的所有伟人中，他是唯一活在法兰西人民心中的伟人。 法国20世纪最重要的哲学家萨特称他是法国“极少数的真正受到民众...

                         (展开)"
,,"如果说人类文学有一座巅｜峰，那《悲惨世界》毋庸置疑就是上面蕞璀璨的那颗明珠。 · 经典名著，我相信很多人即便还没有来得及看，也都有所耳闻，而《悲惨世界》之所以被世人喜爱，大概是主人公让·瓦让的经历让人产生了共情。 因为砸坏一块玻璃，因为偷了一个面包，便被判刑十...

                         (展开)"
,,"《悲惨世界》真的是悲剧吗？我认为不全是。 尽管它被誉为人类苦难的百科全书，书中的人物各有各的不幸，整部小说都蔓延着悲伤的气息，但其中的积极浪漫主义色彩也不该被忽视。比如让·瓦让为了救人可以举起一块巨大的石头，这样的情节本身就具有扬善的积极意义。 雨果的创作风...

                         (展开)"
,,"一部人类苦难的“百科全书”。 · 上次读《悲惨世界》还是在高中，七年过去曾经的书找不到了，但雨果文字的魅力还留在心中。之前看了后浪经典名著系列的《高老头》和《欧也妮》，装帧精美质量也有保障。所以当后浪出了《悲惨世界》的函套版，又恰巧遇到�东图书活动，入手简...

                         (展开)"
,,"人生有无数种可能，一念可以让人失去人性，一念可以让人变得善良，普通人也可以有轰轰烈烈的人生。是爱让世间变得美好，是爱让痛苦得到救赎。爱，是世间蕞美好的事。这是我在读完《悲惨世界》一书之后蕞大的感触。 我在满心期待中迎来了后浪这套珍藏版的《悲惨世界》，又在深深...

                         (展开)"
,,"收到快递打开后，一阵狂喜！~ 这一套书是一个大箱子寄过来的，包装细致，打开一看更是惊喜万分。 侧边黑色的封条，拆书的仪式感拉满！我拆得小心翼翼，生怕弄坏了这有逼格的封条，“是的，谜底终将揭开”。 珍藏版设计精美，全套分成五册，书脊是蓝底红字，每本“红白蓝”封面...

                         (展开)"
,,"《悲惨世界》是一部伟大的文学作品，被誉为人类命运的百科全书。这本小说以深刻的人性和社会反映而闻名，是一代文学巨匠雨果的杰作，也是一本值得收藏的明珠。 这个版本的后浪插图珍藏版具有引人入胜的外观和内部设计，展现出高质量和良好的颜值。资深译者潘丽珍进行了全新修订...

                         (展开)"
,,"曾经以为《悲惨世界》会是和余华的《活着》一样让人根本不敢看的书，生怕那样的苦难会让自己无法承受。然而一个偶然的机遇打开这套书却发现，和我想象中有很大的不同。 有人说，如果童年看这部书将会感受到无限的悲惨，但如果工作后再看就会觉得没那么惨。我想我之所以觉得书和...

                         (展开)"
,,"《悲惨世界》是法国文学的一部传世之作，也是世界级的经典巨著。这部小说是法国作家维克多·雨果于1862年推出的一部长篇小说，讲述了一段拿破仑战争时期及之后十几年的历史背景。 这部作品对社会的观察和描绘非常深入。它以让·瓦让的命运变迁为中心，展现出法国社会的复杂性和...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        书名：《悲惨世界》 作者：【法】维克多·雨果 译者： 潘丽珍 学生时期就知道《悲惨世界》的鼎鼎大名了，如今第一次阅读，真的是太太太震撼了！ 这套书一共分为五册，分别是： 第一部：《芳蒂娜》 第二部：《珂赛特》 第三部：《马里尤斯》 第四部：《普吕梅街田园诗，圣德尼街...

                         (展开)"
,,"读一本书，是需要缘分以及心情。雨果的《悲惨世界》，上一次阅读�还是高中时期，那个时候，期待在书中看到不同的风土人情和不一样的世界。30岁的现在，经典再读，真的是不一样的感受。 雨果为我们展现的是社会常态，是人性，是三观！一群人的爱、牺牲、互助，唤醒阅读者对弱...

                         (展开)"
,,"花费了5天，总耗时35个小时，把法国大文豪维克多·雨果的扛鼎之作、这样一部大部头《悲惨世界》重新又读了一遍，感慨万千。感受着经典无与伦比魅力的同时，也知道了为什么现在很难再出现如此优秀文学作品的原因了。 这样一部作品是以小人物的个人命运串联起来法国大革命时期那...

                         (展开)"
,,"�‍�作者：维克多·雨果【法】，“法兰西的莎士比亚” �8月共读，以为选了一部像《基督山伯爵》一样的轻松爽文，万万没想到内容量超乎寻常的丰富，最后不得不放弃双开的《儒林外史》，集中精力来攻克这部皇皇巨著。 �故事主线： 贫穷的青年让·瓦让（冉阿让）因...

                         (展开)"
,,"诚如作者序所言，他为了写三种人——贫困的男人，窘迫的女人，黑暗中的儿童，只要这三个问题尚不能解决，那本书就不能说是无益的。 我认为还有第四种人，应该有的——国家机器。 爱与救赎已经是这部著作说的最多的话题，自由民主、革命、战争、阶级、社会矛盾、底层大众……这...

                         (展开)"
,,"“灵魂能不能由于恶劣命运的影响彻底转成恶劣的呢？人心难道也能像矮屋下的背脊一样，因痛苦压迫过甚而蜷曲萎缩变为畸形丑态，造成各种不可救药的残废吗？”19世纪文学作品的文风确实让现代人很难沉下心来，如果与现代作品同时阅读应该会产生中毒之感吧。那些经典名著似乎更适...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        粗略读了一遍法国作家雨果的代表作《悲惨世界》，受到极大的震动，来给大家分享一下自己的阅读体验。 庆幸的是，在读这本书之前，本人只知道其主人公的名字叫冉阿让，对其余的剧情一无所知。 正因为对故事内容一无所知，故而在读《悲惨世界》文本时，自己有一种在汪洋大海上探...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        如果说十八世纪是贵族的世纪，那么十九世纪是第三等级的世纪。如果十八世纪是启蒙的辉煌时代，那么下一个世纪是理论试图落地的时代，人们不得不直面现实世界的凄风苦雨。 雨果的《悲惨世界》是一部十九世纪上半叶法国的宏大画卷，它反映了普罗大众物质与精神两方面的诉求：面包...

                         (展开)"
,,"社会造就了冉阿让的苦难，却给他判处苦刑，即使已经赎清“罪孽”，仍将“苦刑犯”深深地烙在他的身上。 他不想一辈子背负这三个字在监视下受人诟骂地活。 他没有按照规定的路线走下去，来到陌生的城市抓住机遇开始创业，做慈善，建学校，盖养老院，让当地勤劳的男女老少进厂工...

                         (展开)"
,,"因为一些奇怪的巧合，我在初二就读到了悲惨世界。学校图书馆里的悲惨世界旧到掉渣，纸张泛黄，墨迹不均。而且借出来的上中下还是两个不同的翻译版本，不过当时为冉阿让着迷，居然也在少得可怜的课间时间磨磨蹭蹭读完了。 最给我启发的情节是冉阿让在监狱里对社会审判，他得出这...

                         (展开)"
,,"带带拉拉一个多月才读完了雨果这本《悲惨世界》，读到结局竟然没刀，也算是皆大欢喜。这里有最可怜的孩子，最可悲的母亲，最可敬的神父，和最可爱的可怜的可悲的可敬的马德兰老爹，也就是冉阿让。 作者并不想单纯写好一个故事，而是写写故事就讲历史，讲会历史又讲道理，讲完道...

                         (展开)"
,,"《悲惨世界》是怎样的作品？童年时候，以为是一个坏蛋抓好人的故事；中学时代，以为是一篇宣扬阶级斗争的小说；直至今日，才会意识到，这是一部关于爱、恩典与救赎的史诗。真正的史诗不仅有时代，更有人的灵魂。灵魂的波澜壮阔，不逊色于最激烈的时代。这也是为什么，《悲惨世...

                         (展开)"
,,"革命必然带来鲜血和死亡，正义与法律的背后是拧巴和无情，年轻人的鲜花和闪耀需要将死之人落寞的目送。此书当会是永远有益的。人类永远在黑夜与白昼之间摇摆，好在我们还有善良，善良与进步给予我们走进良夜的勇气。这不是理想与现实的挣扎，这是理想与理想的碰撞。理想是混沌...

                         (展开)"
,,"雨果真的很厉害，故事写的感人，人物塑造饱满，社会评论犀利，历史事件精细，但是，你能不能分成不同的书写，当然，这只是个人喜好问题，不是故事不能有其他表达，而是我个人喜欢更有技巧的融合方式。为了给马吕斯一个保皇党的背景，写了一整个滑铁卢战役，为了表现冉阿让在下...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        故事发生在拿破仑战争和之后的十几年时间，以苦役犯冉阿让的漫长救赎之路展开，文本很长，涉及了历史、革命、战争、宗教、哲学、道德、法律、社会等等，是部浩大的巨著。 主要讲述了主人公冉阿让从小无父无母，被姐姐抚养长大，随着姐夫的离去，冉阿让和姐姐承担了抚养七个可怜...

                         (展开)"
,,"第一部 芳汀 / 第一卷 一个正直的人 / 八 酒后的哲学 虚空才能叫人安心，您那位东劝人谦让，西劝人牺牲的耶稣，那种说法是吝啬鬼对穷鬼的劝告。谦让！为什么？牺牲！为什么？我从来没见过一只狼为另一只狼的幸福而牺牲它自己。我们还是游戏人间的好，人为万物之灵，我们应当有...

                         (展开)"
,,"我这才理解，巨人这个词是多么震撼 看完了。终于看完了。 我还记得小学第一次看完缩写本的结尾，我想问我妈冉阿让为什么说自己一生是个贫穷的人。 但是我没问。因为我想这就是为什么它叫悲惨世界吧。 革命者的热血洒满了这片街磊，呐喊和呻吟中不是恐惧，是痛苦中仍向死而战的...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        最近看完了《悲惨世界》，它陪我从PVD到了LA，好几个月了啊。最开始是看了音乐剧被震动了，于是找出原著来看。前一部分里有各自法国的历史、拿破仑、宗教和政治、法国地形甚至下水道等等，看得我云里雾里，但从革命开始就高潮不断简直喘不过气。革命中大家的去世来得猝不及防且...

                         (展开)"
,,"书还只读了一半，浅浅记录一下阅读过程里的感受，实在是令人叹服，史诗一般的作品，荡气回肠。小时候，几次读《巴黎圣母院》都在开篇的大段描写上败下阵来，从此，对雨果的作品便望而生畏。没想到这次尝试《悲惨世界》却对它入了迷，之前觉得雨果冗长的描写如今却觉得无一字多...

                         (展开)"
,,"伟大的维克多•雨果，一边给你讲残酷的现实社会，却又无时不刻的表达浪漫，是我喜欢的样子，肯定在我的年度top3以内了，这是部宏伟的小说，关于巴黎、贫穷、人间疾苦、悲惨命运、宗教信仰、黑暗与光明、战争与革命、起义与暴动、政治社会体系、人性的恶劣与真善美………无数...

                         (展开)"
,,"有个被关押了19年的犯人被刑满释放了，他需要找个地方过夜，他的家已经不在了，他需要找个旅馆来住。可是所有的旅馆都因为他被关押了19年，而拒绝他入住，不管他身上有多少钱。最后他来到了一个教堂，他一进门就向正在吃饭的主教说了自己的遭遇，还非常恳求主教收留他。主教耐...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        第一次看这么长的外国长篇小说，十一天十一个下午，每天一百页，终于在五月底看完。 书名叫做《悲惨世界》，读的过程中能够感受到作者对于当时社会的悲观与人民生活的叹息。我原以为小说结尾也会是一个悲剧式的结尾，但是出乎意料，冉阿让虽然死去，但是是在马吕斯和珂赛特的包...

                         (展开)"
,,"很久没有这样酣畅淋漓的读过一本书了。 这是我读过时间跨度最长的一本小说 也是让我停下俩摘录，思考最多的一本小说 冉阿让是伟大的，这毋庸置疑 “先生，我有一件事要告诉您。我过去是一个苦役犯。” 这句话说出时，他的人格便上升到了我们无法企及的高度了 “我们自己是些什...

                         (展开)"
,,"历时将近一个月终于把雨果的《悲惨世界》看完了，整体感受是无愧是大师风范，对整个法国历史甚至整个欧洲文化的历程了如指掌，读完会发现自己有太多的人物，事件是自己不曾了解的，会更加感叹自己的浅薄，当然也有自己不喜欢的地方，这本书太厚了，每个人物，每个情景，每个片...

                         (展开)"
,,"《悲惨世界》雨果 内容提要:冉阿让因为偷窃了一块面包被判罚。他越狱成功后，以马德兰先生的名义建 造了一个工厂，深受人们爱戴并当上了市长。但是，他苦行犯的身份让他永远逃避不了警察 的追捕。于是他放弃市长，继续逃难。他受芳汀之托，领养了小女孩珂赛特。他将她当女儿 一...

                         (展开)"
,,"花了将近2个月的时间读完了这部气势恢宏的浪漫主义巨著（前10%读的是英文版，实在读不下去换成了中文版）。说实话，我经常在读到无法自拔的时候，突然就卡壳读不下去了。读这本书之前，我对内容完全不了解，所以刚开始的时候，我没有理解到雨果为什么要这样事无巨细地描写滑铁...

                         (展开)"
,,"一个善良的人，或许可以拯救许多不幸福的人。这是我在作品《悲惨世界》中的感悟。 故事中的卞福汝主教赠予冉阿让银烛台，救赎了那个苦命悲惨又不幸福的可怜人。 银烛台从此在冉阿让心中成为人道主义的精神向导，在卞福汝主教死后，将这一种崇高与博爱的精神延续下去。 直到今天...

                         (展开)"
,,"一个善良的人，或许可以拯救许多不幸福的人。这是我在作品《悲惨世界》中的感悟。 故事中的卞福汝主教赠予冉阿让银烛台，救赎了那个苦命悲惨又不幸福的可怜人。 银烛台从此在冉阿让心中成为人道主义的精神向导，在卞福汝主教死后，将这一种崇高与博爱的精神延续下去。 直到今天...

                         (展开)"
,,"从很久以前，就一直喜欢雨果，并非崇拜他的文笔，甚至在那时，我还未完整的看过任何一部他的作品。但我觉得，自己喜欢这位作家，因为他是一位自由的人道主义战士。以前，这不过是别人给他人生和作品的一个简单概括。现在，我看过他的《悲惨世界》以后，才真正认识到，他是一个...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        接近尾声，没想到沙威会投水，永远掩埋了让瓦尔让的身份。 还是为让瓦尔让留了许多次眼泪，种种阴差阳错的让马里于斯看不清真相，但我们看清了，我们同让瓦尔让站在一起，走进重重黑暗，坟墓一般的地方，为珂赛特救回她的爱人。还好，我们始终和他一起，珂赛特为了爱情不管不顾...

                         (展开)"
,,"结局泪目，宏大叙事的名著，无论是对人性的深刻挖掘还是跌宕起伏的故事，都是个人阅读史上里程碑一样的让我无比动容之作！ 阅读后心情很复杂，仿佛作为亲眼观看的旁观者或者主角的朋友，近距离感受书中人物的命运，不胜唏嘘，责任、担当、吃苦耐劳、善良……冉阿让的人格构成充...

                         (展开)"
,,"128万字，1435页，前后用了快一个月的时间，我终于看完了这部享誉全球的世界名著。 贫穷有两个孩子，儿子叫偷盗，女儿叫饥饿。这是一个穷苦人悲惨的故事，也是一个凡人变成圣贤的故事。不论一个人的身份有多卑贱，他的灵魂都可以达到人类高尚的极限。 雨果通过冉阿让，讲述了一...

                         (展开)"
,,"关于《悲惨世界》： 这不是一本书，这是一次灵魂的救赎。 《悲惨世界》看到最后真是让我大为震撼，它像一把利剑，将我那冷漠、自私、傲慢、无知的面具劈开，露出来的才是真善美，才是对社会对生活应有的心态。 这部书，这部鸿篇巨制，教导人从恶走向善，从不公正走向公正，从虚...

                         (展开)"
,,"同时看了电影版和音乐剧版本，还是觉得最老的版本最经典。这确实是一个悲惨的世界，穷人会因偷一个面包而坐苦牢，警察也会因坚守职责而选择自杀，多么悲催，但历史洪流无法阻挡，唯有坚守自己心中的信仰而不是跟随别人的信仰而活，或许才是逃脱被洪流卷走的最好方式，那么问题...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        主人公冉阿让，虽然有过几次非常激烈的内心冲突，但最终都战胜了自己。他天性善良，卞福汝主教发现并激发了他内心中善良的部分。从某个方面来说，他的后半生甚至是幸福的，因为他的心灵有信仰和所坚持的东西。 最爱的人物是小伽弗洛什，他生活在苦难之中，从未得到过爱，但他却...

                         (展开)"
,,"每次读名著时，我都会有这样的顾虑，害怕自己读不进去，毕竟自己水平有限，怕自己理解不了，例如《百年孤独》。初次打开《悲惨世界》，我也是忐忑的，习惯性的读完作者介绍和序言，我和它竟然有了一种似曾相识的感觉，毕竟冉阿让的故事我们并不陌生。有了这样一种熟悉感，我几...

                         (展开)"
,,"耗时大概10天，我将这本巨著《悲惨世界》看完了，每当想起总是满含热泪，看至最后几页，我的眼泪终于止不住地流下来了，为伟大的冉阿让，天使终是把这位受尽苦难，同时又是那么伟大，那么英雄善良，勇敢，正直的人带走了。 现在我从这本书的先后顺序，来谈一谈里面出现的人物以...

                         (展开)"
,,"“释放无限光明的是人心，制造无边黑暗的也是人心，光明和黑暗交织着，厮杀着，这就是我们为之眷恋而又万般无奈的人世间。” 时间回到2021年2月，腊月二十八，春节假期开始。 因为每次长假或者开年，我都会习惯性阅读一部大部头，加之这套书是我去年疫情期间买的一直放在家里没...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        一个五十多岁的男人养了一个8岁出头的养女，10年之后这个养女却因为一点误会跟养父逐渐失去联系，最后这个男人带着病痛在教堂里孤独终老，这就是《悲惨世界》中冉阿让和珂赛特的故事。 珂赛特无疑是《悲惨世界》里最饱受争议的角色。 8岁以前，她一直在另一对养父母家里遭受虐...

                         (展开)"
,,"说实话，这本书应该算是我读的最费劲的一本书了，作者主线剧情说实话讲的真的不多，大篇幅都是在讲一些和主线无关的故事，还有一些议论和作者对哲学的讨论，看完第一遍是有些懵的，第二遍阅读时候突然发现了宝藏，作者那些大面积的和主线无关的剧情其实在当时还挺有用的，毕竟...

                         (展开)"
,,"这本书缺了第二卷沉沦里第十二章~第十三章的大部分内容，无论是电子版还是纸质版。 这两章尤其是冉阿让无意中抢了小杰尔卫的钱和思想转变的过程。这个是书中一个重要的章节，简直不能忍受。这本书的纸张和印刷都数一数二，出现这种事故实在可惜，希望出版方赶紧出精装和修订版...

                         (展开)"
,,"很多人看完，都有疑问：他们看起来过的很好，哪里悲惨了？ 在这里我斗胆尝试回答一下。 18世纪前后的法国，是一个动荡期。我们来看一看当时法国的事件： 1789年，法国大革命，结束1000多年的封建统治。 1792年，法兰西第一共和国成立，国王路易十六被推上断头台。 1799年，拿破...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        《长恨歌》的作者王安忆曾经这样评价《悲惨世界》，“在我阅读的世界里有两座大山，一座是《悲惨世界》，一座是《战争与和平》，我一直很想去攀登。这两部作品太重大了，规模非常宏大！现在有个很奇怪的现象，对当代作品进行过度解释，很小很小的细节被赋予很多很多的意义。而...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        这是个由冉阿让串起的悲惨世界，从奴隶封建制度起，经过滑铁卢一战，到七月革命的波浪，最后以六月初马克将军的死，共和党派在他葬礼那天实施大规模的示威，最终以起义者的阵亡收尾。 冉阿让在1796年被关进去，因着打破一块玻璃，拿了一个面包，期间几次逃跑，加重刑罚长达19年...

                         (展开)"
,,"冉阿让传奇的一生，穿插叙事和换视角叙事让整个故事非常完整和吸引人。这是一部关于法国历史和人民的著作，是人性向善的典范，是生命和灵魂对抗艰难的生活的引路灯。 这本书中对于生活之艰难，人性的善良与邪恶的描写非常的真实，深深触动了我的内心。 我前后读了近半年（考研...

                         (展开)"
,,"读《悲惨世界》35 第二卷 战船“俄里翁号” 01 二四六〇一号变成了九四三〇号 雨果：夜色有时是会那样助人杀兴的。 抟扶摇按：天黑风高夜，杀人放火时。大雨明写了那夜月亮很好。中国这句俗话也没有讲是没有月亮的黑夜，而只是强调夜深了。雨果是临时想起一个情景，写了一句话...

                         (展开)"
,,"读《悲惨世界》33 第一卷 滑铁卢 02 乌古蒙 雨果：乌古蒙对好古者来说，应当是雨果蒙。 抟扶摇按：呵呵，就像今天网上的伪装学问者偏要责备小学语文老师硬劲要学生读成“石径斜（xie2）”而非“石径斜（xia2）” 雨果：这便是拿破仑当年企图攻破的那个院子的情形。这一隅之地，...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        高中的时候断断续续读完了这本书，其给我带来的震撼不可谓不大。可惜后忙于学业（假的），故事中的情节慢慢的都淡忘了。今天大学寒假回家，偶然记起了这本书，摸到书籍时记忆便一股脑涌上了心头。雨果真不愧是大师，笔力之雄厚，如今再读依旧可以感受得到。当然我以为这一版的...

                         (展开)"
,,"读《悲惨世界》31 第五卷 下坡路 11 基督救我们 雨果：芳汀的故事说明什么呢？说明社会收买了一个奴隶。//向谁收买？向贫苦收买。//向饥寒、孤独、遗弃、贫困收买。令人痛心的买卖。一个人的灵魂交换一块面包。贫苦卖出，社会买进。 抟扶摇按：大雨又跳到舞台上来，而这次简直...

                         (展开)"
,,"读《悲惨世界》29 第五卷 下坡路 05 天边隐约的闪电（待续） 雨果：我们的灵魂……[1]那是实际……[2]每个灵魂都有它自己的目的，[3]因此上帝才赋予智慧，这就是说，赋予可教育性。[4]社会的良好教育可以从任何类型的灵魂中发展它固有的优点。 抟扶摇按：编号是我加的。关于[1]...

                         (展开)"
,,"读《悲惨世界》25 第三卷 在一八一七年内 07 多罗米埃的高见 雨果：多罗米埃开口了：“我们……也不应当说得太快，”他大声说，“……你们看春天吧，如果它来得太快，它就烧起来了……一切植物都不能发芽了。过分的热可以损害桃花和杏花。过分的热也可以消灭盛宴的雅兴和欢乐。...

                         (展开)"
,,"读《悲惨世界》23 第三卷 在一八一七年内 01 一八一七年 雨果：一八一七是路易十八用那种目空一切的君王气魄称为他登极第二十二年①的那一年。 抟扶摇按：注①好，点中了“目空一切”。路易十八是十七的弟弟。十七死在一七九五年。随后是拿破仑，他一八一五年逊位，路易十八登...

                         (展开)"
,,"读《悲惨世界》21 第一部•第二卷 沉沦13 小瑞尔威（续二） 雨果：[1]冉阿让从主教家里出来时……他已完全摆脱了从前的那种思想。[2]不过他一时还不能分辨自己的心情。[3]他对那个老人的仁言懿行还强自抗拒。 抟扶摇按：冉阿让又一次良心发现，但是小瑞尔威找不到了，冉阿让...

                         (展开)"
,,"读《悲惨世界》20 第一部•第二卷 沉沦13 小瑞尔威（续一） 雨果：有时，他的确认为假使没有这些经过，他仍能和警察相处狱中，他也许还高兴些，他心中也就可以少起一些波动。 抟扶摇按：这就是《肖申克的救赎》里的老黑小白的心理。那是内隐的善消受不了全面的柿油而产生的恐...

                         (展开)"
,,"读《悲惨世界》19 第一部•第二卷 沉沦12 主教工作 引：“……他偷了我们的银器！”//主教沉默了一会，随后他张开那双严肃的眼睛，柔声向马格洛大娘说：“首先，那些银器难道真是我们的吗？”……（续完） 抟扶摇按：……且来分析一下。马大娘说“我们的银器”之时，是最简单...

                         (展开)"
,,"读《悲惨世界》15 第一部•第二卷 沉沦06 冉阿让 雨果：那是一七九五年的事。 抟扶摇按：“一个星期日的晚上”，冉阿让偷了面包房的一块面包而抓住，被控为“黑夜破坏有人住着的房屋入内行窃”，加上他有“私自打猎”，法律上印象不好，所以“被宣判服五年苦役”。……“他是...

                         (展开)"
,,"读《悲惨世界》15 第一部•第二卷 沉沦06 冉阿让 雨果：那是一七九五年的事。 抟扶摇按：“一个星期日的晚上”，冉阿让偷了面包房的一块面包而抓住，被控为“黑夜破坏有人住着的房屋入内行窃”，加上他有“私自打猎”，法律上印象不好，所以“被宣判服五年苦役”。……“他是...

                         (展开)"
,,"读《悲惨世界》14 第一部•第二卷 沉沦 01 步行终日近黄昏 雨果：要碰见一个比他更褴褛的过路人是很不容易的了。 抟扶摇按：下面是一大段描写，出色。真不知道是不是因为翻译得好。 雨果：许多住在下城旧区里的妇人看见他在加桑第大路的树底下歇了一回脚，又在那广场尽头的水...

                         (展开)"
,,"读《悲惨世界》12 第一部•第一卷•十、主教走访不为人知的哲人（续完） 雨果：“那次的革命，总的说来，是获得了人类的广泛赞扬的，只可惜九三年成了一种口实。您认为那是伤天害理的一年，但就整个专制政体来说呢，先生？卡里埃②是个匪徒；但是您又怎样称呼蒙特维尔③呢...

                         (展开)"
,,"读《悲惨世界》11 第一部•第一卷•十、主教走访不为人知的哲人（续二） 雨果：[1]“您做了摧毁工作。摧毁可能是有好处的。可是对夹有怒气的摧毁行为，我就不敢恭维。”[2]“正义是有愤怒的……正义的愤怒是一种进步的因素……无论世人怎样说，法兰西革命是自从基督出世以...

                         (展开)"
,,"读《悲惨世界》02 第一部 芳汀·第一卷 一个正直的人·一 米里哀先生（续完） 雨果：据说他的父亲因为要他继承②那职位，很早，十八岁或二十岁，就按照司法界贵族家庭间相当普遍的习惯，为他完了婚。 抟扶摇按：他，米里哀先生。②，注，即法官可以世袭。这比中国古代落后多了...

                         (展开)"
,,"读《悲惨世界》03 第一部•第一卷•二 米里哀先生改称卞福汝主教（续完） 雨果：当地的穷人……称他为卞福汝①主教……这个称呼很中他的意。 抟扶摇按：根据注①，“卞福汝主教”之称就是“受欢迎的主教”之意。由于这是穷人叫出来的，因此“卞福汝主教”也可以简称为“穷...

                         (展开)"
,,"读《悲惨世界》01 我读的是李丹译本，人民文学出版社1958年5月北京1版，1978年4月湖北1印。知道40年历史的人就知道，也许深有体会，我读的这个印刷本在当年，可是需要通宵排队才买得到的。40年过去，译者头脸变换，我也顾不得新译本了，比如王安忆读的。我就手头有的这个译本重...

                         (展开)"
,,"《悲惨世界》用现实主义的自描手法，直陈在移民冲突、阶层分化和行政失序等多重困境下撕裂的法国。 像看一篇热血的深度报道，聚焦于青少年的顽劣，反而让大家忽略了真正的问题：吉普赛、穆兄会、黑人帮会以及警察维持秩序，靠的早已不是法，而是暴力均势。 ＂开放性＂的结局让...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        Outre les méfaits, les vols, les partages après guet-apens, et l’exploitation crépusculaire des barrières de Paris, Babet, Claquesous et Gueulemer possédaient encore une autre industrie. Ils avaient des amantes idéales. Cela veut être expliqué. Ce ...

                         (展开)"
,,"一般来说，如果一本书能流传一个世纪，本身就意味着这本书的传世价值。而往往这些书被套上名著的名号，配上长达几十万字的滔滔不绝，会让很多读者望而却步。而唯有在正确的时机读到它的人，譬如我，恨不能抓紧一切机会推荐给周围的人，尤其是青年人，去读读雨果的这本书，去看...

                         (展开)"
,,"这是我一年前读的书了，时光飞逝，我却又想起了它。 这是雨果的杰作之一，它给我的一种感觉就是沉重，我读别的名著时从未感到这种感染力。不是所有写苦难的书都担得起“沉重”二字。为何它当的起？因为这本书曾压在作者心头三十余年。 雨果曾在盖纳西岛流亡，在那时，他重新审...

                         (展开)"
,,"译文以李丹、方于的合作版本为准。 他这么说，身体却没有移动一步，他用那种铁钩似的目光钩着冉阿让，他平时对颠连无告的人们也正是用这种神气硬把他们钩到他身边去的。 张载《西铭》：“凡天下疲癃残疾，惸独鳏寡，皆吾兄弟之颠连而无告者也。” 译者用“颠连无告”去修饰被沙...

                         (展开)"
,,"《悲惨世界》以冉·阿让出狱后的种种经历贯穿全书，深刻反映了时代的问题。雨果在作品中融入了从拿破仑在滑铁卢的失败到反对“七月王朝”的人民起义这一阶段的历史，反映了当时的社会生活和政治状况。作品不仅描述了获释犯人冉·阿让和流浪妇女芳汀的不幸生活以及芳汀的私生女...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        有人说二十岁前要读《悲惨世界》，可惜我遗憾错过。 如果那时看它，也许我会从中看到世界是什么样的，看到正义、公平、法律、爱情和命运。 现在才看，从中读出了善良，正直，单纯和朴素。 冉阿让作为苦役犯被释放后，仍然处处受辱，只有米里埃主教留他借宿。但冉阿让看到主教家...

                         (展开)"
,,"这是一轴辉煌的画卷，这是一部动人的史诗，这是一种浩博的精神，这是一股充沛的激情！当我们今天要用简单的话来概括《悲惨世界》时，与其笼统的称它为“名著”、“杰作”、“瑰宝”，似乎不如这样具体地称呼它较为确切。 我厌恶德纳第；我敬佩安灼拉；我喜爱珂赛特；我可怜芳汀...

                         (展开)"
,,"1.读到最后几页之时，不禁欲泪流满面。冉阿让成就了珂赛特，而珂赛特也成就了冉阿让。离开了珂赛特，这个不幸的老人也就失去了支柱。唉，这个不幸的老人承受了这么多的苦难到最后却因自己最亲爱的女儿的疏远而倒下，使我感到着急，还好最后马吕斯通过德纳第的口中获知了真相，...

                         (展开)"
,,"生命的诞生是源于爱❤️的 那么 在世间的生存真的是悲惨的么 没有规定的幸福和悲惨 这两者是人们在生活中自行创造的 是过的幸福 还是活的悲惨 难道不是自己决定的么  这是一本爱与宽容和救赎的书 人类是不是孤单的 是不是拥有神的庇护 答案只能自己寻找 我们只能像相互拥抱...

                         (展开)"
